old_url,new_url,reason,old_name,new_name,sku
"/product/laser-label-4-sheet-4-x-6","https://keypak.tbkdev.com/product/laser-label-4-sheet-4-x-6/","identical_urls","","","LL.00250.8"
"/product/laser-label-20-sheet-4-x-1","https://keypak.tbkdev.com/product/laser-label-20-sheet-4-x-1/","identical_urls","","","LL.44102.8"
"/product/inventory-label-2-x-4","https://keypak.tbkdev.com/product/inventory-label-2-x-4/","identical_urls","","","LM.00800.8"
"/product/do-not-double-stack-label-4-x-6","https://keypak.tbkdev.com/product/do-not-double-stack-label-4-x-6/","identical_urls","","","LM.16079.0"
"/product/counted-label-2-x-3","https://keypak.tbkdev.com/product/counted-label-2-x-3/","identical_urls","","","LM.19022.1"
"/product/class-5-1-oxidizer-label-4-x-4","https://keypak.tbkdev.com/product/class-5-1-oxidizer-label-4-x-4/","identical_urls","","","LM.25051.8"
"/product/class-5-2-organic-peroxides-label-4-x-4","https://keypak.tbkdev.com/product/class-5-2-organic-peroxides-label-4-x-4/","identical_urls","","","LM.25052.8"
"/product/class-6-1-toxic-substances-label-4-x-4","https://keypak.tbkdev.com/product/class-6-1-toxic-substances-label-4-x-4/","identical_urls","","","LM.25061.8"
"/product/class-9-miscellaneous-label-4-x-4","https://keypak.tbkdev.com/product/class-9-miscellaneous-label-4-x-4/","identical_urls","","","LM.25090.8"
"/product/do-not-stack-label-3-x-4","https://keypak.tbkdev.com/product/do-not-stack-label-3-x-4/","identical_urls","","","LM.40207.8"
"/product/do-not-freeze-label-3-x-4","https://keypak.tbkdev.com/product/do-not-freeze-label-3-x-4/","identical_urls","","","LM.40209.8"
"/product/caution-top-heavy-label-3-x-4","https://keypak.tbkdev.com/product/caution-top-heavy-label-3-x-4/","identical_urls","","","LM.40225.8"
"/product/do-not-forklift-label-3-x-4","https://keypak.tbkdev.com/product/do-not-forklift-label-3-x-4/","identical_urls","","","LM.40227.8"
"/product/forklift-this-side-only-label-3-x-4","https://keypak.tbkdev.com/product/forklift-this-side-only-label-3-x-4/","identical_urls","","","LM.40228.8"
"/product/do-not-use-blades-to-open-label-3-x-4","https://keypak.tbkdev.com/product/do-not-use-blades-to-open-label-3-x-4/","identical_urls","","","LM.40231.8"
"/product/passed-inspection-label-1-x-2","https://keypak.tbkdev.com/product/passed-inspection-label-1-x-2/","identical_urls","","","LM.50001.1"
"/product/approved-label-1-x-2","https://keypak.tbkdev.com/product/approved-label-1-x-2/","identical_urls","","","LM.50002.1"
"/product/accepted-by-label-1-x-2","https://keypak.tbkdev.com/product/accepted-by-label-1-x-2/","identical_urls","","","LM.50003.1"
"/product/inspected-by-label-1-x-2","https://keypak.tbkdev.com/product/inspected-by-label-1-x-2/","identical_urls","","","LM.50004.1"
"/product/passed-label-1-x-2","https://keypak.tbkdev.com/product/passed-label-1-x-2/","identical_urls","","","LM.50006.1"
"/product/hold-for-qc-approval-label-1-x-2","https://keypak.tbkdev.com/product/hold-for-qc-approval-label-1-x-2/","identical_urls","","","LM.50008.1"
"/product/batch-label-1-x-2","https://keypak.tbkdev.com/product/batch-label-1-x-2/","identical_urls","","","LM.50009.1"
"/product/rejected-label-1-x-2","https://keypak.tbkdev.com/product/rejected-label-1-x-2/","identical_urls","","","LM.50010.1"
"/product/rejected-by-label-1-x-2","https://keypak.tbkdev.com/product/rejected-by-label-1-x-2/","identical_urls","","","LM.50011.1"
"/product/rejected-approved-label-1-x-2","https://keypak.tbkdev.com/product/rejected-approved-label-1-x-2/","identical_urls","","","LM.50012.1"
"/product/calibration-label-2-x-4","https://keypak.tbkdev.com/product/calibration-label-2-x-4/","identical_urls","","","LM.50014.1"
"/product/tested-ok-label-2-x-4","https://keypak.tbkdev.com/product/tested-ok-label-2-x-4/","identical_urls","","","LM.50015.1"
"/product/calibration-label-1-x-2","https://keypak.tbkdev.com/product/calibration-label-1-x-2/","identical_urls","","","LM.50018.1"
"/product/quarantined-by-label-1-x-2","https://keypak.tbkdev.com/product/quarantined-by-label-1-x-2/","identical_urls","","","LM.50019.1"
"/product/sanitized-label-1-x-2","https://keypak.tbkdev.com/product/sanitized-label-1-x-2/","identical_urls","","","LM.50020.1"
"/product/quarantine-label-1-x-2","https://keypak.tbkdev.com/product/quarantine-label-1-x-2/","identical_urls","","","LM.50022.1"
"/product/this-end-up-fragile-liquid-in-plastic-label-4-x-6","https://keypak.tbkdev.com/product/this-end-up-fragile-liquid-in-plastic-label-4-x-6/","identical_urls","","","LM.75169.8"
"/product/this-end-up-fragile-liquid-in-glass-label-4-x-6","https://keypak.tbkdev.com/product/this-end-up-fragile-liquid-in-glass-label-4-x-6/","identical_urls","","","LM.75425.8"
"/product/circle-inventory-label-1","https://keypak.tbkdev.com/product/circle-inventory-label-1/","identical_urls","","","LS.81680.8"
"/product/circle-inventory-label-1-2","https://keypak.tbkdev.com/product/circle-inventory-label-1-2/","identical_urls","","","LS.81681.8"
"/product/circle-inventory-label-1-3","https://keypak.tbkdev.com/product/circle-inventory-label-1-3/","identical_urls","","","LS.81682.8"
"/product/circle-inventory-label-1-4","https://keypak.tbkdev.com/product/circle-inventory-label-1-4/","identical_urls","","","LS.81683.8"
"/product/keep-frozen-label-2-x-5","https://keypak.tbkdev.com/product/keep-frozen-label-2-x-5/","identical_urls","","","LM.15113.8"
"/product/hold-label-2-x-5","https://keypak.tbkdev.com/product/hold-label-2-x-5/","identical_urls","","","LM.15120.8"
"/product/perishable-label-2-x-5","https://keypak.tbkdev.com/product/perishable-label-2-x-5/","identical_urls","","","LM.15121.8"
"/product/caution-heavy-label-2-x-5-375","https://keypak.tbkdev.com/product/caution-heavy-label-2-x-5-375/","identical_urls","","","LM.15188.8"
"/product/heavy-label-2-x-5","https://keypak.tbkdev.com/product/heavy-label-2-x-5/","identical_urls","","","LM.15321.8"
"/product/fragile-handle-with-care-label-4-x-6","https://keypak.tbkdev.com/product/fragile-handle-with-care-label-4-x-6/","identical_urls","","","LM.15335.8"
"/product/fragile-handle-with-care-label-2-x-5","https://keypak.tbkdev.com/product/fragile-handle-with-care-label-2-x-5/","identical_urls","","","LM.60101.8"
"/product/glass-handle-with-care-label-2-x-5","https://keypak.tbkdev.com/product/glass-handle-with-care-label-2-x-5/","identical_urls","","","LM.60102.8"
"/product/packing-slip-enclosed-label-2-x-5","https://keypak.tbkdev.com/product/packing-slip-enclosed-label-2-x-5/","identical_urls","","","LM.60103.8"
"/product/this-side-up-label-2-x-5","https://keypak.tbkdev.com/product/this-side-up-label-2-x-5/","identical_urls","","","LM.60104.8"
"/product/do-not-break-down-skid-label-2-x-5","https://keypak.tbkdev.com/product/do-not-break-down-skid-label-2-x-5/","identical_urls","","","LM.60106.8"
"/product/do-not-stack-label-2-x-5","https://keypak.tbkdev.com/product/do-not-stack-label-2-x-5/","identical_urls","","","LM.60107.8"
